X,Y,Z
-0.205464274,-1.56269431,0.782523036
-0.189702749,-1.5894655,0.785911918
-0.173715353,-1.56227279,0.782368898
-0.157922044,-1.5896188,0.785911918
-0.188323826,-1.53747082,0.771990657
0.128104374,-1.59099925,0.785911918
0.108191162,-1.62645257,0.779241025
-1.36558914,-1.58379066,0.785911918
-1.34986472,-1.61108768,0.782012343
-0.156443998,-1.53758001,0.771964431
-0.141832829,-1.5623281,0.782342076
-1.06380808,-1.61336482,0.78175199
-1.04778194,-1.58532441,0.785911918
-0.126141325,-1.58977222,0.785911918
-0.110122144,-1.56315446,0.782523036
-0.125242084,-1.53766716,0.771927238
-0.0943606123,-1.58992565,0.785911918
-0.20315145,-1.55833745,0.587368131
-0.221503958,-1.58798254,0.582716227
-0.171158895,-1.51582086,0.754908264
-0.0783732086,-1.56273293,0.782368898
-0.888910174,-1.58476162,0.582716227
-0.904417276,-1.61168456,0.586185873
-1.84230125,-1.58016062,0.582716227
-1.8261807,-1.60743821,0.586240292
-0.140805304,-1.51593351,0.754873276
-0.0933128968,-1.5380863,0.772082269
-0.185710385,-1.51537633,0.614109337
-1.79433465,-1.60751581,0.586219728
-1.81052232,-1.58031392,0.582716227
-0.872637212,-1.61183834,0.586185932
-0.857129633,-1.58491504,0.582716227
-0.207468137,-1.49017048,0.659580112
-0.0625799,-1.59007895,0.785911918
-0.108561024,-1.51602674,0.754808605
-1.77874339,-1.58046734,0.582716227
-1.76251376,-1.60761619,0.586205423
-0.0616384037,-1.5379591,0.771918476
-0.825348973,-1.58506835,0.582716227
-0.840857089,-1.611992,0.586186051
-1.74696434,-1.58062065,0.582716227
-1.73070979,-1.60773563,0.586196244
-0.0465096906,-1.56387997,0.782633007
-0.0776570365,-1.51673591,0.75538528
-1.71518528,-1.58077407,0.582716227
-1.69891644,-1.60786843,0.586190701
-0.809076965,-1.61214578,0.586186111
-0.793568313,-1.58522177,0.582716227
-0.124690495,-1.50135362,0.735507429
-0.0923049003,-1.50023341,0.733253717
-0.0627997965,-1.50211537,0.736293197
-0.046509333,-1.51808465,0.756589174
-0.0297042467,-1.53796375,0.77183044
-1.22268438,-1.61088121,0.782242775
-1.20668554,-1.58455753,0.785911918
-0.0307991896,-1.59023237,0.785911918
-1.17490482,-1.58471084,0.785911918
-1.15912628,-1.61212647,0.781978488
-0.203854486,-1.48759925,0.694054186
-0.0148646049,-1.56312525,0.782392144
0.000981522375,-1.59038568,0.785911918
0.00204571243,-1.53834939,0.771967053
-0.0134917172,-1.51693547,0.755272567
-1.03202736,-1.61352813,0.78174907
-1.01600122,-1.58547771,0.785911918
0.0170054566,-1.56307387,0.782336414
-0.186712131,-1.53685248,0.597007155
0.0182848889,-1.51689351,0.755071878
0.0337101556,-1.53830576,0.771851659
0.0488531962,-1.56418705,0.782592952
-0.179776624,-1.49669552,0.641529143
0.0500607118,-1.51693428,0.754955709
0.0327622332,-1.5905391,0.785911918
0.000593053992,-1.50245047,0.736342072
0.0656336099,-1.53889573,0.772107005
0.0333375894,-1.49898434,0.729715109
-0.984220564,-1.58563113,0.785911918
-0.968466043,-1.61385477,0.781743169
-0.952439845,-1.58578455,0.785911918
0.0664403439,-1.502792,0.736382008
0.0805322155,-1.56357932,0.782390416
-0.920659125,-1.58593786,0.785911918
-0.904904723,-1.6141814,0.781737268
-0.888878405,-1.58609128,0.785911918
-0.873124063,-1.61434484,0.781734347
-0.857097685,-1.58624458,0.785911918
0.0778323114,-1.51912808,0.757024586
-1.00024664,-1.61369145,0.781746089
0.0946603566,-1.53650749,0.770584762
-1.38160801,-1.61036181,0.782173991
-1.39736986,-1.58363724,0.785911918
-1.42915058,-1.58348393,0.785911918
-1.41335702,-1.61078131,0.782012343
-0.936685383,-1.61401808,0.781740189
-1.44519663,-1.60992169,0.782211125
-0.189722076,-1.58813596,0.582716227
-0.17371504,-1.56098032,0.586619139
-0.157940134,-1.58828926,0.582716227
-1.55628908,-1.58154082,0.582716227
-1.54000568,-1.60861087,0.586184144
-1.57178509,-1.60845816,0.586184323
-0.841343403,-1.61450815,0.781731367
-0.825316966,-1.58639801,0.785911918
-0.157688722,-1.53161705,0.600439429
-1.52450967,-1.58169425,0.582716227
-1.50822651,-1.60876393,0.586184084
-0.155014232,-1.50667024,0.624734044
-0.130284995,-1.52005935,0.609763563
-1.49273026,-1.58184767,0.582716227
-1.47644746,-1.60891747,0.586184084
-1.46095073,-1.58200097,0.582716227
-1.44466841,-1.60907102,0.586184144
-0.150284693,-1.49251151,0.652463138
-0.125317037,-1.50061262,0.634407282
